child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_LSRZPR784,55.4991044360786,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_W0L3EEXNX,39.70369197935901,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,pri_fees_amount,count_staff_time,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_O5WURWYLF,40.47909143315759,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,count_children_present,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_EQAZQ4SZ7,64.96973116408293,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,data_year,pri_dsd_year,child_attendance,child_date_days,child_birth_year,child_birth_month,language_match,child_height
ID_UXL36DZL7,54.46563993111093,count_register_gender,pri_fees_amount,count_register_race_african,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_staff_time,longitude,count_staff_salary_paid,count_register_gender_female,count_register_gender_male,pri_fees_amount_pv,count_register_race
ID_WCDXTO0HT,29.741802412197334,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,count_children_present,count_children_precovid,count_staff_salary_paid,longitude,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_B6TIIEIQJ,39.812574366333216,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,teacher_emotional_total,child_observe_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_7UZ66G4L8,54.247895967828036,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,child_gender_Female,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_WYP2V4JWK,42.70474254713326,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,pri_fees_amount,count_register_all,teacher_emotional_total,pri_capacity,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_HEKRYM1A4,51.50314128218914,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,latitude,count_children_present,teacher_emotional_total,count_register_all,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_6R9STZK86,57.857721901364926,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,child_months_enrolment,teacher_emotional_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_ABMQ8URI7,48.2734565136206,count_register_gender,count_register_race_african,count_staff_gender_female,child_age,latitude,count_register_all,pri_fees_amount,pri_capacity,count_children_present,pri_fees_amount_pv,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_W1X2S8XHA,67.18177969575713,pri_fees_amount,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,ses_proxy,pri_year,child_date_months,language_match,child_height,teacher_selfcare_total,teacher_social_total,pri_fees_amount_pv
ID_51ON1WCV7,40.98507305809287,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,pri_capacity,pri_fees_amount,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_CEM6103TG,23.498579676602862,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,count_staff_salary,<BIAS>,count_staff_time_full,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_L9JKBJLMK,61.1344799079274,child_age,teacher_emotional_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,data_year,child_years_in_programme,pri_dsd_year,child_attendance,child_birth_year,language_match,teacher_selfcare_total,teacher_social_total
ID_ZCMEZ9J1D,42.67651631462317,child_age,count_register_all,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,ses_proxy,pri_year,child_date_year,data_year,child_birth_year,child_birth_month,child_birth_day,language_match,child_date_days
ID_OZL0JA0FH,29.89509299824016,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,pri_capacity,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_W1TNT3GRG,38.00770312716574,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,count_children_present,pri_time_open_hours,teacher_social_total,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_EO78K6JAR,42.3536924468296,child_age,latitude,teacher_emotional_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,data_year,gps_ind_Yes,child_birth_year,language_match,teacher_selfcare_total,teacher_social_total,longitude
ID_GG9WIQ0CG,62.79681621261583,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,latitude,count_register_all,child_observe_total,count_staff_time,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_JZEFKYXAV,35.05169237367327,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,count_staff_salary_paid,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_QA1OOY2G8,17.41733773807472,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,teacher_emotional_total,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_EMK8OCWAH,26.21588738445138,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,child_observe_total,teacher_emotional_total,pri_capacity,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_NAHD74339,23.339577320131912,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,teacher_emotional_total,count_staff_time,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_BOWZ3YIOO,42.669649660868735,child_age,latitude,child_observe_total,teacher_emotional_total,<BIAS>,count_register_all,child_enrollmend_year,pri_year,child_date_months,ses_proxy,language_match,child_date_days,teacher_selfcare_total,teacher_social_total,longitude
ID_MXOBC0CYK,58.82793193185253,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,ward_best,pri_year,child_date_months,child_birth_month,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_M143FEUB7,67.83794959087932,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,child_zha,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_6DPIOJQCP,48.96565692239792,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,pri_fees_amount,child_months_enrolment,child_observe_total,pri_fees_amount_pv,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_J3IHCPIMI,29.830458767075687,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,child_months_enrolment,teacher_emotional_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_FZRK4J9KM,64.91178846876105,child_age,child_observe_total,count_register_all,<BIAS>,child_date_months,child_enrollmend_year,pri_year,child_date_year,ses_proxy,data_year,child_birth_month,child_birth_year,child_birth_day,child_date_days,language_match
ID_HLBUOAQYR,39.13811864640868,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,count_staff_salary,count_children_present,count_children_precovid,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_10RWYRUNR,55.93363230616335,child_age,teacher_emotional_total,child_observe_total,ward_best,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,gps_ind_Yes,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_2TZCX6Z9V,37.10737683515676,child_age,latitude,child_observe_total,count_register_all,<BIAS>,child_enrollmend_year,child_date_year,ses_proxy,pri_year,child_date_months,ward_best,gps_ind_Yes,language_match,child_height,longitude
ID_RWTUYHWTO,65.09429465888809,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_A39RYS3HX,46.37858596067072,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,gps_ind_Yes,child_birth_month,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_7C8Y2CJBR,42.65963124958833,child_age,teacher_emotional_total,<BIAS>,child_observe_total,child_date_year,child_enrollmend_year,pri_year,ses_proxy,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_FRVNI8YMR,71.32617870901,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,quintile,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_4JEAIUAUA,56.1292931295843,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,child_birth_year,child_birth_day,language_match,child_date_days,child_height,teacher_selfcare_total,teacher_social_total
ID_SALADXKQT,25.218644314624058,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,count_register_all,pri_fees_amount,count_register_race_coloured,child_observe_total,pri_fees_amount_pv,longitude,count_staff_salary_paid,count_register_gender_female,count_register_gender_male,count_register_race
ID_O0AG71MDY,43.214596443396,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,pri_capacity,count_children_present,<BIAS>,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_QGE7V5K75,63.59960904579331,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,child_birth_day,gps_ind_Yes,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_X97ZIQ7EP,39.96908832799376,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,count_register_all,count_children_present,count_staff_salary,count_staff_time_full,count_staff_time,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_Q8S2W8XPA,26.85842632850135,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,teacher_emotional_total,count_register_all,teacher_social_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_QP8T95W8J,70.45039063067321,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,quintile,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_52RWH3K6I,34.929688691970995,child_age,latitude,teacher_emotional_total,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,ses_proxy,pri_year,language_match,child_height,child_date_days,teacher_selfcare_total,teacher_social_total,longitude
ID_GH4W2DKQS,47.431374980921,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,pri_fees_amount,count_register_all,count_staff_salary,count_staff_time,pri_fees_amount_pv,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_ZU4Y7EM9C,39.06220647519445,child_age,latitude,child_observe_total,count_register_all,<BIAS>,child_enrollmend_year,child_date_year,ward_best,pri_year,child_date_months,child_birth_day,gps_ind_Yes,child_date_days,language_match,longitude
ID_MX4557TBH,54.97687174779931,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,child_gender_Female,pri_dsd_year,child_birth_year,language_match,teacher_social_total,child_height,teacher_selfcare_total
ID_LY68RY4JJ,55.08890668287679,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_staff_time,count_staff_salary_paid,longitude,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_CU45XJ5DV,61.52739283160893,child_age,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,quintile,pri_dsd_year,child_zha,child_birth_year,teacher_social_total,language_match,child_height,teacher_selfcare_total
ID_A66BF9YH8,24.513798200224425,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,pri_capacity,count_staff_salary,count_staff_time_full,count_staff_time,count_staff_salary_paid,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_HSPOEP3KD,41.39331593726163,count_register_gender,pri_fees_amount,count_staff_gender_female,child_age,latitude,count_staff_salary,count_register_all,teacher_emotional_total,count_staff_time_full,count_staff_time,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,pri_fees_amount_pv,count_register_race
ID_DEV35TSU5,68.9334097509796,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,pri_dsd_year,child_zha,child_birth_year,language_match,teacher_selfcare_total,child_height,teacher_social_total
ID_FOINQRYBP,54.8222709066409,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,ses_proxy,child_zha,child_birth_year,child_birth_day,child_birth_month,child_date_days,language_match,child_height
ID_QLU47WOXG,29.345717476301253,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,count_children_precovid,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_AXZQCM89S,61.94653083226037,count_register_gender,pri_fees_amount,child_age,count_register_race_african,latitude,count_staff_gender_female,teacher_emotional_total,count_register_all,child_months_enrolment,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_UEI4Q7E5L,63.47414601428579,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_S23WCQAY9,39.70230700082713,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,pri_fees_amount,teacher_emotional_total,count_staff_salary,count_staff_time_full,count_staff_time,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_U3E297NA8,31.02046285590861,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,pri_capacity,child_months_enrolment,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_TLX39P87H,32.04805689176121,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,count_register_all,child_observe_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_Z2IN7EBF0,60.38065481599634,count_register_gender,child_age,pri_fees_amount,count_staff_gender_female,latitude,teacher_emotional_total,count_register_all,pri_capacity,count_staff_salary,count_staff_time,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male
ID_A9VYB3HAP,32.59477187147787,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,latitude,pri_fees_amount,count_register_all,count_staff_salary,count_staff_time,pri_fees_amount_pv,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_8RSR63TDR,59.56963200277181,count_register_gender,count_register_race_african,pri_fees_amount,count_staff_gender_female,child_age,latitude,count_register_all,count_children_present,teacher_emotional_total,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_G8LXFG5SP,45.20846704352543,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_register_all,count_staff_gender_female,teacher_emotional_total,count_children_precovid,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_W8KOIY49Q,47.382262461214296,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_months_enrolment,child_observe_total,count_register_all,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_79GHY8Z5B,77.4476235372025,child_age,latitude,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,data_year,ses_proxy,pri_dsd_year,child_date_days,gps_ind_Yes,child_birth_year,child_height,longitude
ID_1NE8VRSON,41.7718277020988,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_AN47TRU98,57.01882678968103,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_enrollmend_year,child_date_year,ward_best,pri_year,child_date_months,gps_ind_Yes,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_SNCCSAF4T,54.04883362542056,child_age,latitude,child_observe_total,<BIAS>,count_register_all,child_enrollmend_year,child_date_year,pri_year,child_date_months,child_birth_month,gps_ind_Yes,language_match,child_date_days,child_height,longitude
ID_P7XX71DOU,30.440688547998008,count_register_gender,pri_fees_amount,count_register_race_african,child_age,count_staff_gender_female,latitude,count_register_all,teacher_emotional_total,count_staff_time,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,pri_fees_amount_pv,count_register_race
ID_FSQ52WIY8,50.64892542555576,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,pri_fees_amount,count_register_all,child_observe_total,pri_fees_amount_pv,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_QE3DVIHMK,55.2965964404158,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,child_observe_total,count_staff_salary,count_staff_time_full,count_staff_time,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_V5RV7ZBQ0,65.07139455070266,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,pri_capacity,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_SS78PTNRJ,41.887901110747535,count_register_gender,count_staff_gender_female,count_register_all,count_register_race_coloured,child_age,latitude,pri_capacity,count_staff_salary,pri_fees_amount,count_staff_time_full,count_staff_time,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_MJTE36ZC6,51.74651407348212,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,pri_fees_amount,latitude,count_register_all,count_staff_salary,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_4PMOMSD12,43.370235337958206,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,latitude,pri_fees_amount,count_register_all,teacher_emotional_total,count_staff_time,longitude,pri_fees_amount_pv,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_473FVOOMF,64.33025568811817,pri_fees_amount,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_enrollmend_year,child_date_year,ses_proxy,pri_year,child_date_months,language_match,child_height,teacher_selfcare_total,teacher_social_total,pri_fees_amount_pv
ID_PPNIV7TLE,50.78080364783599,count_register_gender,count_register_race_african,child_age,pri_fees_amount,count_staff_gender_female,latitude,pri_capacity,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_P1RH69GYO,39.29365153496627,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,child_observe_total,child_months_enrolment,count_staff_time,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_9EOEKVOYD,40.09835731479962,count_register_gender,child_age,latitude,count_staff_gender_female,pri_fees_amount,child_observe_total,count_register_all,count_register_race_coloured,count_staff_time,longitude,pri_fees_amount_pv,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_MLI98T93U,63.64706960554776,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,ses_proxy,child_birth_month,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_K1CPW0PNS,59.20908875380881,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_DJYXVVUS4,48.46122785988958,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,pri_fees_amount,child_observe_total,count_register_all,teacher_social_total,pri_time_open_hours,pri_fees_amount_pv,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_EY7I49PBQ,69.83824942677009,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,pri_year,child_date_year,ses_proxy,data_year,child_birth_year,child_birth_month,child_birth_day,child_date_days,language_match,child_height
ID_2HW7CA9LD,48.961498485542215,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,teacher_emotional_total,child_observe_total,count_staff_gender_female,count_register_all,count_staff_salary_paid,longitude,count_register_gender_female,pri_fees_amount_pv,count_register_gender_male,count_register_race
ID_UWCU28B09,54.190302906863,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,pri_year,child_date_year,ses_proxy,data_year,child_birth_year,child_zha,child_birth_month,child_date_days,language_match,child_height
ID_T35ZUX9FE,55.15851024525701,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_07XHLCP68,70.89406046344666,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_0ICPNDX5R,55.22246063259543,child_age,latitude,child_observe_total,count_register_all,<BIAS>,child_date_months,child_enrollmend_year,pri_year,ward_best,gps_ind_Yes,child_birth_day,child_date_days,language_match,child_height,longitude
