child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_63GVO6496,51.881363908846616,child_age,latitude,pri_fees_amount,child_observe_total,teacher_emotional_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total,pri_fees_amount_pv,longitude
ID_MQDKXQO9R,38.63228223699181,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_months_enrolment,count_staff_time,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_8NHEV4JYV,20.473107834414662,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,child_months_enrolment,pri_fees_amount,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_49Q0B09ZE,50.96718651676621,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,gps_ind_Yes,child_birth_month,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_OFDARJRN8,33.124856332951,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,count_children_present,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_SUUJWQCUK,61.789150733811496,pri_fees_amount,count_register_gender,child_age,latitude,child_observe_total,count_staff_gender_female,pri_capacity,count_staff_salary,count_staff_time,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race,pri_fees_amount_pv
ID_LSRZPR784,55.04144498162278,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_W0L3EEXNX,41.993563685009114,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,pri_fees_amount,count_staff_time,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_O5WURWYLF,42.374346573703725,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,count_children_present,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_EQAZQ4SZ7,62.68136972298382,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,data_year,pri_dsd_year,child_attendance,child_date_days,child_birth_year,child_birth_month,language_match,child_height
ID_UXL36DZL7,55.81654183971557,count_register_gender,pri_fees_amount,count_register_race_african,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_staff_time,longitude,count_staff_salary_paid,count_register_gender_female,count_register_gender_male,pri_fees_amount_pv,count_register_race
ID_WCDXTO0HT,34.38863603190626,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,count_children_present,count_children_precovid,count_staff_salary_paid,longitude,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_B6TIIEIQJ,37.72193635178224,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,teacher_emotional_total,child_observe_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_7UZ66G4L8,55.846578997398744,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,child_gender_Female,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_WYP2V4JWK,42.99320877367692,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,pri_fees_amount,count_register_all,teacher_emotional_total,pri_capacity,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_HEKRYM1A4,47.56108462656275,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,latitude,count_children_present,teacher_emotional_total,count_register_all,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_6R9STZK86,57.40270945425702,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,child_months_enrolment,teacher_emotional_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_ABMQ8URI7,36.79846740377892,count_register_gender,count_register_race_african,count_staff_gender_female,child_age,latitude,count_register_all,pri_fees_amount,pri_capacity,count_children_present,pri_fees_amount_pv,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_W1X2S8XHA,65.87224896693345,pri_fees_amount,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,ses_proxy,pri_year,child_date_months,language_match,child_height,teacher_selfcare_total,teacher_social_total,pri_fees_amount_pv
ID_51ON1WCV7,46.38225809222356,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,pri_capacity,pri_fees_amount,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_CEM6103TG,23.92673533069148,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,count_staff_salary,<BIAS>,count_staff_time_full,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_L9JKBJLMK,53.531031722167526,child_age,teacher_emotional_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,data_year,child_years_in_programme,pri_dsd_year,child_attendance,child_birth_year,language_match,teacher_selfcare_total,teacher_social_total
ID_ZCMEZ9J1D,40.710303337976896,child_age,count_register_all,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,ses_proxy,pri_year,child_date_year,data_year,child_birth_year,child_birth_month,child_birth_day,language_match,child_date_days
ID_OZL0JA0FH,28.943143221419728,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,pri_capacity,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_W1TNT3GRG,38.041561070647404,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,count_children_present,pri_time_open_hours,teacher_social_total,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_EO78K6JAR,50.16738163727718,child_age,latitude,teacher_emotional_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,data_year,gps_ind_Yes,child_birth_year,language_match,teacher_selfcare_total,teacher_social_total,longitude
ID_GG9WIQ0CG,70.72036427830571,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,latitude,count_register_all,child_observe_total,count_staff_time,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_JZEFKYXAV,35.316100373772045,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,count_staff_salary_paid,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_QA1OOY2G8,19.356327317119877,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,teacher_emotional_total,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_EMK8OCWAH,37.357588815662076,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,child_observe_total,teacher_emotional_total,pri_capacity,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_NAHD74339,26.519099064570245,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,teacher_emotional_total,count_staff_time,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_BOWZ3YIOO,42.479622271565475,child_age,latitude,child_observe_total,teacher_emotional_total,<BIAS>,count_register_all,child_enrollmend_year,pri_year,child_date_months,ses_proxy,language_match,child_date_days,teacher_selfcare_total,teacher_social_total,longitude
ID_MXOBC0CYK,62.54053825978733,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,ward_best,pri_year,child_date_months,child_birth_month,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_M143FEUB7,65.44982200420297,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,child_zha,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_6DPIOJQCP,51.044641841729096,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,pri_fees_amount,child_months_enrolment,child_observe_total,pri_fees_amount_pv,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_J3IHCPIMI,34.44022852088723,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,child_months_enrolment,teacher_emotional_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_FZRK4J9KM,68.26709757946398,child_age,child_observe_total,count_register_all,<BIAS>,child_date_months,child_enrollmend_year,pri_year,child_date_year,ses_proxy,data_year,child_birth_month,child_birth_year,child_birth_day,child_date_days,language_match
ID_HLBUOAQYR,34.46951137560847,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,count_staff_salary,count_children_present,count_children_precovid,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_10RWYRUNR,56.52186800955904,child_age,teacher_emotional_total,child_observe_total,ward_best,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,gps_ind_Yes,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_2TZCX6Z9V,38.024993957536495,child_age,latitude,child_observe_total,count_register_all,<BIAS>,child_enrollmend_year,child_date_year,ses_proxy,pri_year,child_date_months,ward_best,gps_ind_Yes,language_match,child_height,longitude
ID_RWTUYHWTO,68.58159981577076,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_A39RYS3HX,43.07075983869224,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,gps_ind_Yes,child_birth_month,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_7C8Y2CJBR,43.98683371085856,child_age,teacher_emotional_total,<BIAS>,child_observe_total,child_date_year,child_enrollmend_year,pri_year,ses_proxy,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_FRVNI8YMR,69.64063217154666,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,quintile,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_4JEAIUAUA,56.008649215015154,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,child_birth_year,child_birth_day,language_match,child_date_days,child_height,teacher_selfcare_total,teacher_social_total
ID_SALADXKQT,23.028070631713994,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,count_register_all,pri_fees_amount,count_register_race_coloured,child_observe_total,pri_fees_amount_pv,longitude,count_staff_salary_paid,count_register_gender_female,count_register_gender_male,count_register_race
ID_O0AG71MDY,35.78200985967358,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,pri_capacity,count_children_present,<BIAS>,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_QGE7V5K75,65.67758225967017,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_enrollmend_year,child_date_year,pri_year,child_date_months,child_birth_day,gps_ind_Yes,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_X97ZIQ7EP,36.39171022922288,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,count_register_all,count_children_present,count_staff_salary,count_staff_time_full,count_staff_time,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_Q8S2W8XPA,25.75786808506495,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,teacher_emotional_total,count_register_all,teacher_social_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_QP8T95W8J,67.17801538154116,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,quintile,pri_dsd_year,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_52RWH3K6I,28.0583143256849,child_age,latitude,teacher_emotional_total,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,ses_proxy,pri_year,language_match,child_height,child_date_days,teacher_selfcare_total,teacher_social_total,longitude
ID_GH4W2DKQS,45.42085738783037,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,pri_fees_amount,count_register_all,count_staff_salary,count_staff_time,pri_fees_amount_pv,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_ZU4Y7EM9C,43.45290849281875,child_age,latitude,child_observe_total,count_register_all,<BIAS>,child_enrollmend_year,child_date_year,ward_best,pri_year,child_date_months,child_birth_day,gps_ind_Yes,child_date_days,language_match,longitude
ID_MX4557TBH,50.31844958475678,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,child_gender_Female,pri_dsd_year,child_birth_year,language_match,teacher_social_total,child_height,teacher_selfcare_total
ID_LY68RY4JJ,59.1383312389293,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_staff_time,count_staff_salary_paid,longitude,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_CU45XJ5DV,55.73916121865976,child_age,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,quintile,pri_dsd_year,child_zha,child_birth_year,teacher_social_total,language_match,child_height,teacher_selfcare_total
ID_A66BF9YH8,31.476773732151525,count_register_gender,count_register_race_african,pri_fees_amount,child_age,count_staff_gender_female,count_register_all,pri_capacity,count_staff_salary,count_staff_time_full,count_staff_time,count_staff_salary_paid,count_register_gender_male,pri_fees_amount_pv,count_register_gender_female,count_register_race
ID_HSPOEP3KD,45.311959349717036,count_register_gender,pri_fees_amount,count_staff_gender_female,child_age,latitude,count_staff_salary,count_register_all,teacher_emotional_total,count_staff_time_full,count_staff_time,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,pri_fees_amount_pv,count_register_race
ID_DEV35TSU5,68.49234699719173,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,pri_dsd_year,child_zha,child_birth_year,language_match,teacher_selfcare_total,child_height,teacher_social_total
ID_FOINQRYBP,54.96216816723412,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,ses_proxy,child_zha,child_birth_year,child_birth_day,child_birth_month,child_date_days,language_match,child_height
ID_QLU47WOXG,21.379751969435283,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,count_children_precovid,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_AXZQCM89S,59.102608119849215,count_register_gender,pri_fees_amount,child_age,count_register_race_african,latitude,count_staff_gender_female,teacher_emotional_total,count_register_all,child_months_enrolment,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_UEI4Q7E5L,65.41196204210891,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_S23WCQAY9,40.3847168728717,count_register_gender,count_register_race_african,child_age,latitude,count_staff_gender_female,pri_fees_amount,teacher_emotional_total,count_staff_salary,count_staff_time_full,count_staff_time,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_U3E297NA8,23.581225795293687,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,count_staff_gender_female,count_register_all,pri_capacity,child_months_enrolment,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_TLX39P87H,34.05543055351773,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,count_register_all,child_observe_total,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_Z2IN7EBF0,55.56195039178517,count_register_gender,child_age,pri_fees_amount,count_staff_gender_female,latitude,teacher_emotional_total,count_register_all,pri_capacity,count_staff_salary,count_staff_time,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male
ID_A9VYB3HAP,33.575481507644106,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,latitude,pri_fees_amount,count_register_all,count_staff_salary,count_staff_time,pri_fees_amount_pv,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_8RSR63TDR,60.79773385114855,count_register_gender,count_register_race_african,pri_fees_amount,count_staff_gender_female,child_age,latitude,count_register_all,count_children_present,teacher_emotional_total,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_G8LXFG5SP,45.235156633839026,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_register_all,count_staff_gender_female,teacher_emotional_total,count_children_precovid,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_W8KOIY49Q,46.61965641145654,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,child_months_enrolment,child_observe_total,count_register_all,teacher_social_total,count_staff_salary_paid,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_79GHY8Z5B,74.93082278364561,child_age,latitude,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,data_year,ses_proxy,pri_dsd_year,child_date_days,gps_ind_Yes,child_birth_year,child_height,longitude
ID_1NE8VRSON,41.64761861923634,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,teacher_emotional_total,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_AN47TRU98,51.847207674611575,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_enrollmend_year,child_date_year,ward_best,pri_year,child_date_months,gps_ind_Yes,child_date_days,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_SNCCSAF4T,49.90654685847355,child_age,latitude,child_observe_total,<BIAS>,count_register_all,child_enrollmend_year,child_date_year,pri_year,child_date_months,child_birth_month,gps_ind_Yes,language_match,child_date_days,child_height,longitude
ID_P7XX71DOU,26.33891753062065,count_register_gender,pri_fees_amount,count_register_race_african,child_age,count_staff_gender_female,latitude,count_register_all,teacher_emotional_total,count_staff_time,longitude,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,pri_fees_amount_pv,count_register_race
ID_FSQ52WIY8,50.91430997720485,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,count_staff_gender_female,pri_fees_amount,count_register_all,child_observe_total,pri_fees_amount_pv,count_staff_salary_paid,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_QE3DVIHMK,57.56405000803308,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,child_observe_total,count_staff_salary,count_staff_time_full,count_staff_time,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_V5RV7ZBQ0,63.870773178929284,count_register_gender,count_register_race_african,child_age,pri_fees_amount,latitude,count_staff_gender_female,count_register_all,teacher_emotional_total,pri_capacity,longitude,count_staff_salary_paid,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_SS78PTNRJ,44.65714067476451,count_register_gender,count_staff_gender_female,count_register_all,count_register_race_coloured,child_age,latitude,pri_capacity,count_staff_salary,pri_fees_amount,count_staff_time_full,count_staff_time,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_MJTE36ZC6,52.62899661109011,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,pri_fees_amount,latitude,count_register_all,count_staff_salary,count_staff_time,count_staff_salary_paid,pri_fees_amount_pv,longitude,count_register_gender_male,count_register_gender_female,count_register_race
ID_4PMOMSD12,40.57600412253061,count_register_gender,count_register_race_african,child_age,count_staff_gender_female,latitude,pri_fees_amount,count_register_all,teacher_emotional_total,count_staff_time,longitude,pri_fees_amount_pv,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_473FVOOMF,67.42396649553109,pri_fees_amount,child_age,child_observe_total,teacher_emotional_total,<BIAS>,child_enrollmend_year,child_date_year,ses_proxy,pri_year,child_date_months,language_match,child_height,teacher_selfcare_total,teacher_social_total,pri_fees_amount_pv
ID_PPNIV7TLE,50.11008934431234,count_register_gender,count_register_race_african,child_age,pri_fees_amount,count_staff_gender_female,latitude,pri_capacity,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_P1RH69GYO,39.237513775986606,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,count_staff_gender_female,count_register_all,child_observe_total,child_months_enrolment,count_staff_time,longitude,pri_fees_amount_pv,count_register_gender_male,count_register_gender_female,count_register_race
ID_9EOEKVOYD,42.35867701855887,count_register_gender,child_age,latitude,count_staff_gender_female,pri_fees_amount,child_observe_total,count_register_all,count_register_race_coloured,count_staff_time,longitude,pri_fees_amount_pv,count_staff_salary_paid,count_register_gender_male,count_register_gender_female,count_register_race
ID_MLI98T93U,62.661837302792556,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,child_date_year,pri_year,ses_proxy,child_birth_month,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_K1CPW0PNS,56.50575901941964,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,pri_year,ses_proxy,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_DJYXVVUS4,46.070917033370755,count_register_gender,count_register_race_african,child_age,latitude,teacher_emotional_total,pri_fees_amount,child_observe_total,count_register_all,teacher_social_total,pri_time_open_hours,pri_fees_amount_pv,longitude,count_register_gender_female,count_register_gender_male,count_register_race
ID_EY7I49PBQ,69.65461391558784,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,pri_year,child_date_year,ses_proxy,data_year,child_birth_year,child_birth_month,child_birth_day,child_date_days,language_match,child_height
ID_2HW7CA9LD,48.87156884907388,count_register_gender,count_register_race_african,pri_fees_amount,child_age,latitude,teacher_emotional_total,child_observe_total,count_staff_gender_female,count_register_all,count_staff_salary_paid,longitude,count_register_gender_female,pri_fees_amount_pv,count_register_gender_male,count_register_race
ID_UWCU28B09,49.350053737539945,child_age,child_observe_total,<BIAS>,child_date_months,child_enrollmend_year,pri_year,child_date_year,ses_proxy,data_year,child_birth_year,child_zha,child_birth_month,child_date_days,language_match,child_height
ID_T35ZUX9FE,53.889547494131,child_age,teacher_emotional_total,child_observe_total,<BIAS>,child_date_year,child_enrollmend_year,ses_proxy,pri_year,pri_dsd_year,child_zha,child_birth_year,language_match,child_height,teacher_selfcare_total,teacher_social_total
ID_07XHLCP68,68.18347794611294,count_register_gender,count_register_race_african,child_age,latitude,pri_fees_amount,teacher_emotional_total,count_staff_gender_female,child_observe_total,count_register_all,count_staff_salary_paid,longitude,pri_fees_amount_pv,count_register_gender_female,count_register_gender_male,count_register_race
ID_0ICPNDX5R,54.116786529494725,child_age,latitude,child_observe_total,count_register_all,<BIAS>,child_date_months,child_enrollmend_year,pri_year,ward_best,gps_ind_Yes,child_birth_day,child_date_days,language_match,child_height,longitude
